"group_id"	"type"	"items_in_group"	"lo_value"	"p"	"FDR"	"goodsgrna"	"rank"	"log2FoldChange"
"ITGB2"	"x"	3	0.9118	0.91071	0.999997	0	1433	0.165
"METTL1"	"x"	6	0.91232	0.91249	0.999997	0	1434	0.0302
"LAMTOR4"	"x"	6	0.91403	0.91433	0.999997	0	1435	0.11165
"MACF1"	"x"	6	0.91534	0.91559	0.999997	0	1436	0.05095
"MAF"	"x"	5	0.91577	0.9162	0.999997	0	1437	3.15e-15
"nc_chr19_7"	"n"	1	0.91592	0.91605	0.999997	0	1438	0.191
"GINS1"	"x"	6	0.91626	0.91642	0.999997	0	1439	0.07055
"HDAC9"	"x"	6	0.91727	0.91736	0.999997	0	1440	-0.0407
"MYC"	"x"	6	0.91782	0.91788	0.999997	0	1441	0.1014
"IRAK1"	"x"	6	0.918	0.91807	0.999997	0	1442	-0.01685
"SLC25A28"	"x"	6	0.91809	0.91813	0.999997	0	1443	0.001215
"nc_chr1_1"	"n"	1	0.91847	0.9187	0.999997	0	1444	0.2
"TCL1B"	"x"	6	0.91952	0.91935	0.999997	0	1445	0.1775
"TCF7"	"x"	6	0.9197	0.91955	0.999997	0	1446	0.0932
"nc_chr19_2"	"n"	1	0.9198	0.91997	0.999997	0	1447	0.142
"HDAC1"	"x"	6	0.91988	0.91969	0.999997	0	1448	0.006145
"FLT4"	"x"	6	0.92006	0.91992	0.999997	0	1449	0.0297
"CDC73"	"x"	6	0.92015	0.92004	0.999997	0	1450	0.05962
"nc_chr3_7"	"n"	1	0.92162	0.92177	0.999997	0	1451	0.237
"RPL9"	"p"	6	0.92311	0.923	0.999997	0	1452	-0.0446
"GINS3"	"x"	6	0.92319	0.92308	0.999997	0	1453	-0.0031
"SP7"	"x"	6	0.92345	0.92329	0.999997	0	1454	-0.028
"RPL36"	"p"	5	0.9239	0.92393	0.999997	0	1455	0.0705
"TOP1"	"x"	6	0.92405	0.92388	0.999997	0	1456	0.1835
"nc_chr5_4"	"n"	1	0.92416	0.9244	0.999997	0	1457	0.143
"ITGA7"	"x"	6	0.92447	0.92435	0.999997	0	1458	0.22765
"MDM4"	"x"	6	0.92472	0.92461	0.999997	0	1459	0.0056
"SPTBN1"	"x"	6	0.92573	0.92568	0.999997	0	1460	0.1016
"ACACA"	"x"	6	0.92697	0.9269	0.999997	0	1461	0.0718
"TAB2"	"x"	6	0.92795	0.9279	0.999997	0	1462	0.2145
"CDC42"	"x"	6	0.92803	0.92794	0.999997	0	1463	-0.00476
"HCK"	"x"	6	0.9282	0.9281	0.999997	0	1464	0.05625
"DUSP10"	"x"	6	0.92836	0.92823	0.999997	0	1465	0.014515
"KAT5"	"x"	6	0.9286	0.92848	0.999997	0	1466	0.1505
"ZNHIT1"	"x"	5	0.92871	0.92878	0.999997	0	1467	0.133
"PPP2R5B"	"x"	6	0.93059	0.9305	0.999997	0	1468	-0.009895
"NCOA3"	"x"	6	0.93075	0.93067	0.999997	0	1469	0.1007
"SMARCD3"	"x"	6	0.93138	0.93131	0.999997	0	1470	0.168
"RPS3A"	"p"	6	0.93145	0.93138	0.999997	0	1471	0.2285
"PTPN12"	"x"	6	0.93169	0.93158	0.999997	0	1472	0.5285
"PIK3R2"	"x"	5	0.93251	0.93263	0.999997	0	1473	-0.029
"MCM6"	"x"	6	0.93284	0.9329	0.999997	0	1474	0.06675
"nc_chr6_1"	"n"	1	0.93289	0.93278	0.999997	0	1475	0.388
"C16orf59"	"x"	6	0.93353	0.9336	0.999997	0	1476	0.1755
"ELMO2"	"x"	6	0.93368	0.93379	0.999997	0	1477	0.123
"VPS54"	"x"	6	0.93406	0.93424	0.999997	0	1478	0.06645
"nc_chr20_2"	"n"	1	0.93762	0.9373	0.999997	0	1479	0.215
"APLP2"	"x"	6	0.93789	0.93817	0.999997	0	1480	0.0563
"RANBP3"	"x"	6	0.9381	0.93835	0.999997	0	1481	0.07725
"nc_chr13_7"	"n"	1	0.93908	0.93883	0.999997	0	1482	0.167
"PIK3C3"	"x"	6	0.93938	0.93966	0.999997	0	1483	-0.01885
"MBD4"	"x"	6	0.93966	0.93996	0.999997	0	1484	0.10735
"PIKFYVE"	"x"	6	0.9398	0.94015	0.999997	0	1485	0.278
"COPA"	"p"	5	0.93995	0.9407	0.999997	0	1486	0.357
"nc_chr1_8"	"n"	1	0.94005	0.93981	0.999997	0	1487	0.121
"UBE2B"	"x"	6	0.94008	0.9405	0.999997	0	1488	0.03605
"PRIM1"	"x"	5	0.94014	0.9409	0.999997	0	1489	-0.0363
"PLK4"	"x"	6	0.94078	0.94114	0.999997	0	1490	0.1299
"ACP1"	"x"	6	0.94112	0.94152	0.999997	0	1491	0.0848
"DNA2"	"x"	6	0.94282	0.94313	0.999997	0	1492	0.0607
"MMP9"	"x"	6	0.94335	0.94358	0.999997	0	1493	0.0566
"RPS9"	"p"	6	0.94447	0.94476	0.999997	0	1494	-0.0137
"BRAF"	"x"	6	0.94577	0.94622	0.999997	0	1495	0.137
"nc_chr7_7"	"n"	1	0.94671	0.94637	0.999997	0	1496	0.445
"CENPE"	"x"	6	0.94741	0.94775	0.999997	0	1497	0.06375
"GNGT1"	"x"	5	0.94781	0.94866	0.999997	0	1498	0.268
"IL4R"	"x"	6	0.9481	0.94839	0.999997	0	1499	0.042175
"LTB4R2"	"x"	6	0.94859	0.94882	0.999997	0	1500	0.1765
"NEK2"	"x"	6	0.9495	0.94962	0.999997	0	1501	0.113
"NFKB2"	"x"	6	0.95016	0.95028	0.999997	0	1502	0.0441
"TTK"	"x"	6	0.95268	0.95272	0.999997	0	1503	0.201
"DDB1"	"x"	6	0.95325	0.95329	0.999997	0	1504	0.05601
"MCM5"	"x"	6	0.9542	0.95425	0.999997	0	1505	0.06895
"NFATC3"	"x"	6	0.95525	0.95534	0.999997	0	1506	0.0273
"PDCD6IP"	"x"	6	0.95574	0.95579	0.999997	0	1507	0.08065
"CSNK2A2"	"x"	6	0.95639	0.95645	0.999997	0	1508	-0.01294
"STK3"	"x"	6	0.95869	0.9588	0.999997	0	1509	0.321
"PSMG1"	"x"	6	0.95879	0.95888	0.999997	0	1510	0.1575
"TAOK1"	"x"	6	0.9594	0.95944	0.999997	0	1511	-0.005895
"H2AFX"	"x"	6	0.96	0.95998	0.999997	0	1512	0.0271
"CAMKK1"	"x"	6	0.9603	0.96017	0.999997	0	1513	0.1355
"TADA2B"	"x"	6	0.96103	0.96082	0.999997	0	1514	0.11
"CDC25B"	"x"	6	0.96204	0.96182	0.999997	0	1515	0.10975
"RIN1"	"x"	6	0.96228	0.9621	0.999997	0	1516	0.0236775
"nc_chrX_7"	"n"	1	0.96235	0.96237	0.999997	0	1517	0.318
"MPRIP"	"x"	6	0.96326	0.96306	0.999997	0	1518	0.07945
"CABYR"	"x"	6	0.96359	0.96342	0.999997	0	1519	0.019645
"HSPA1B"	"x"	6	0.964	0.96377	0.999997	0	1520	0.0534
"MSH3"	"x"	6	0.96423	0.96401	0.999997	0	1521	0.276
"RND1"	"x"	6	0.9645	0.9643	0.999997	0	1522	0.0583
"nc_chr12_9"	"n"	1	0.96466	0.96466	0.999997	0	1523	0.356
"CTNNB1"	"x"	6	0.96468	0.96454	0.999997	0	1524	0.2185
"POLR2A"	"p"	6	0.96517	0.96494	0.999997	0	1525	0.429
"RPA2"	"x"	6	0.96557	0.96528	0.999997	0	1526	0.556
"EIF4ENIF1"	"x"	6	0.96716	0.96705	0.999997	0	1527	0.051
"CDK2"	"x"	6	0.96754	0.96748	0.999997	0	1528	0.0873
"BRCA1"	"x"	6	0.96832	0.96829	0.999997	0	1529	0.223
"nc_chr16_11"	"n"	1	0.96914	0.96909	0.999997	0	1530	1.04
"KDM2A"	"x"	6	0.97008	0.96989	0.999997	0	1531	0.0902
"ARMC5"	"x"	6	0.97158	0.9713	0.999997	0	1532	0.2175
"WTAP"	"x"	6	0.97318	0.9727	0.999997	0	1533	0.10205
"TXNL4B"	"x"	6	0.97406	0.97363	0.999997	0	1534	0.11305
"BCL9"	"x"	6	0.97458	0.97411	0.999997	0	1535	0.0423
"CLOCK"	"x"	6	0.97545	0.97506	0.999997	0	1536	0.188
"TGFBR2"	"x"	6	0.9762	0.97596	0.999997	0	1537	0.08705
"RPL6"	"p"	6	0.9763	0.97608	0.999997	0	1538	0.1775
"PSMD7"	"p"	6	0.97737	0.97714	0.999997	0	1539	0.2935
"FZD1"	"x"	6	0.97838	0.97801	0.999997	0	1540	0.2355
"MED10"	"x"	6	0.97867	0.97835	0.999997	0	1541	0.1314
"TUBA1B"	"x"	6	0.9796	0.97929	0.999997	0	1542	0.06985
"PSEN1"	"x"	6	0.98013	0.97988	0.999997	0	1543	0.197
"CLSPN"	"x"	6	0.98103	0.98082	0.999997	0	1544	0.14055
"MFN2"	"x"	6	0.98171	0.9814	0.999997	0	1545	0.224
"COPS6"	"p"	6	0.98355	0.98334	0.999997	0	1546	0.3565
"CDH1"	"x"	6	0.98425	0.9841	0.999997	0	1547	0.0684
"ENO1"	"x"	6	0.98477	0.98466	0.999997	0	1548	0.1155
"TEAD1"	"x"	6	0.9849	0.9848	0.999997	0	1549	0.2158
"CAND1"	"x"	6	0.98568	0.98559	0.999997	0	1550	0.08915
"GATA6"	"x"	6	0.98624	0.98608	0.999997	0	1551	0.104
"MYOG"	"x"	6	0.98657	0.98642	0.999997	0	1552	0.13875
"VPS4A"	"x"	6	0.98684	0.98664	0.999997	0	1553	0.206
"MYOD1"	"x"	6	0.987	0.98681	0.999997	0	1554	0.08785
"POLL"	"x"	6	0.98733	0.98712	0.999997	0	1555	0.0826
"MLST8"	"x"	6	0.98816	0.98797	0.999997	0	1556	0.384
"WNT10B"	"x"	6	0.98832	0.98814	0.999997	0	1557	0.1285
"XRCC6"	"x"	6	0.98926	0.98902	0.999997	0	1558	0.0382
"PLD2"	"x"	6	0.99023	0.99006	0.999997	0	1559	0.0845
"PARP3"	"x"	6	0.99035	0.99015	0.999997	0	1560	0.1239
"EIF2B2"	"x"	6	0.9904	0.99021	0.999997	0	1561	0.1501
"NUP54"	"p"	6	0.9905	0.99031	0.999997	0	1562	0.11975
"NEDD8"	"x"	6	0.9907	0.99051	0.999997	0	1563	0.10635
"CYB5B"	"x"	6	0.99079	0.99064	0.999997	0	1564	0.1775
"PTPN6"	"x"	6	0.99082	0.99066	0.999997	0	1565	0.201
"HK1"	"x"	6	0.99109	0.99097	0.999997	0	1566	0.0739
"GNG12"	"x"	6	0.99219	0.9921	0.999997	0	1567	0.1965
"YWHAB"	"x"	6	0.99228	0.99219	0.999997	0	1568	0.1094
"SH3BP5"	"x"	6	0.9931	0.99293	0.999997	0	1569	0.245
"MED24"	"x"	6	0.99327	0.99314	0.999997	0	1570	0.1606
"POLR2D"	"p"	6	0.99341	0.99323	0.999997	0	1571	0.3935
"PRKCQ"	"x"	6	0.99362	0.99335	0.999997	0	1572	0.175
"KDSR"	"x"	6	0.99389	0.99367	0.999997	0	1573	0.215
"nc_chr20_5"	"n"	1	0.99424	0.99438	0.999997	0	1574	4.48
"PSMC1"	"p"	6	0.99426	0.99402	0.999997	0	1575	0.1541
"nc_chr12_5"	"n"	1	0.9946	0.99483	0.999997	0	1576	0.29
"PKM"	"x"	6	0.99474	0.99459	0.999997	0	1577	0.1271
"ASNA1"	"x"	6	0.99565	0.99552	0.999997	0	1578	0.292
"DUSP6"	"x"	5	0.99615	0.99597	0.999997	0	1579	0.257
"MIS12"	"x"	6	0.99637	0.99637	0.999997	0	1580	0.1135
"COPB1"	"p"	6	0.9977	0.99769	0.999997	0	1581	0.2235
"nc_chr15_4"	"n"	1	0.99776	0.99787	0.999997	0	1582	0.543
"CDC26"	"x"	6	0.99878	0.99879	0.999997	0	1583	0.2775
"COPS8"	"p"	6	0.99885	0.99885	0.999997	0	1584	0.405
"CDC20"	"x"	6	0.99903	0.99905	0.999997	0	1585	0.547
"SEPSECS"	"x"	6	0.99927	0.99927	0.999997	0	1586	0.329
"RPS8"	"p"	6	0.99979	0.99977	0.999997	0	1587	0.2755
"CSK"	"x"	6	0.99984	0.99982	0.999997	0	1588	0.3805
"RPS24"	"p"	6	1	1	0.999997	0	1589	0.2675
