source_hgnc	interaction_directed_signed	target_hgnc	source_uniprot	target_uniprot	source_hgnc_status	target_hgnc_status
heme	1	HBB	CID:444098	P68871	0	1
heme	1	HBA1	CID:444098	P69905	0	1
Eicosapentaenoic acid	1	FBN1	CID:446284	P35555	0	1
USP7	1	TP53	Q93009	P04637	1	1
EGR1	1	COL4A1	P18146	P02462	1	1
HMOX1	-1	heme	P09601	CID:444098	1	0
HMOX2	-1	heme	P30519	CID:444098	1	0
EGR1	1	COL4A2	P18146	P08572	1	1
EGR1	1	COL11A1	P18146	P12107	1	1
EGR1	1	COL7A1	P18146	Q02388	1	1
EGR1	1	COL10A1	P18146	Q03692	1	1
TGFB1	1	COL4A1	P01137	P02462	1	1
TGFB1	1	ACTA2	P01137	P62736	1	1
TGFB1	1	TAGLN	P01137	Q01995	1	1
IFNA2	1	HLA-B	P01563	P01889	1	1
IFNG	1	HLA-B	P01579	P01889	1	1
HNF1B	1	FXYD2	P35680	P54710	1	1
GATA1	1	SPTA1	P15976	P02549	1	1
GATA1	1	RUNX1T1	P15976	Q06455	1	1
HNF1B	1	ALB	P35680	P02768	1	1
ERCC6	1	NEIL1	Q03468	Q96FI4	1	1
ERCC6	-1	APEX1	Q03468	P27695	1	1
UFD1	1	AMFR	Q92890	Q9UKV5	1	1
NODAL	1	Apoptosis	Q96S42	SIGNOR-PH2	1	0
NODAL	-1	Proliferation	Q96S42	SIGNOR-PH4	1	0
NODAL	1	ACVR1C	Q96S42	Q8NER5	1	1
TDGF1	1	NODAL	P13385	Q96S42	1	1
TDGF1	1	ACVR1B	P13385	P36896	1	1
NODAL	1	ACVR1B	Q96S42	P36896	1	1
NODAL	1	MMP2	Q96S42	P08253	1	1
NODAL	1	LIF	Q96S42	P15018	1	1
NODAL	1	TDGF1	Q96S42	P13385	1	1
ACVR1B	1	SMAD2	P36896	Q15796	1	1
MLLT3	-1	SCNN1A	P42568	P37088	1	1
dexamethasone	1	SCNN1A	CID:5743	P37088	0	1
HMGA2	-1	SCNN1A	P52926	P37088	1	1
IL1B	-1	SCNN1A	P01584	P37088	1	1
NEDD4L	-1	SCNN1A	Q96PU5	P37088	1	1
SGK1	-1	NEDD4L	O00141	Q96PU5	1	1
SP1	1	SCNN1A	P08047	P37088	1	1
SP3	1	SCNN1A	Q02447	P37088	1	1
PPP1CA	-1	SP1	P62136	P08047	1	1
PPP1CA	-1	SP3	P62136	Q02447	1	1
TNF	-1	SCNN1A	P01375	P37088	1	1
EDN1	1	MYH7	P05305	P12883	1	1
NFATC1	1	MYH7	O95644	P12883	1	1
MEF2D	1	MYH7	Q14814	P12883	1	1
MYOD1	1	MYH7	P15172	P12883	1	1
LIF	1	MYH7	P15018	P12883	1	1
progesterone	-1	COMT	CID:5994	P21964	0	1
INS	1	COMT	P01308	P21964	1	1
STANOLONE	1	COMT	CID:10635	P21964	0	1
TNF	-1	COMT	P01375	P21964	1	1
RELA	-1	COMT	Q04206	P21964	1	1
IKBKB	-1	COMT	O14920	P21964	1	1
ADAMTS13	-1	VWF	Q76LX8	P04275	1	1
VWF	1	F8	P04275	P00451	1	1
FGG	-1	VWF	P02679	P04275	1	1
FGG	-1	VTN	P02679	P04004	1	1
FGG	-1	FN1	P02679	P02751	1	1
ARX	-1	EBF3	Q96QS3	Q9H4W6	1	1
DLX2	1	ARX	Q07687	Q96QS3	1	1
OFD1	1	IFT88	O75665	Q13099	1	1
ERCC5	1	ERCC2	P28715	P18074	1	1
cyclosporin A	1	TTN	CID:5284373	Q8WZ42	0	1
SRC	1	EZR	P12931	P15311	1	1
SUFU	-1	GLI1	Q9UMX1	P08151	1	1
IL1RAP	-1	TOLLIP	Q9NPH3	Q9H0E2	1	1
TOLLIP	-1	IRAK1	Q9H0E2	P51617	1	1
IL1R1	1	IL1RAP	P14778	Q9NPH3	1	1
IL1R1	1	IRAK1	P14778	P51617	1	1
mTORC2	1	AKT	SIGNOR-C2	SIGNOR-PF24	0	0
mTORC2	1	AKT	SIGNOR-C2	SIGNOR-PF24	0	0
PIK3C3	1	BECN1	Q8NEB9	Q14457	1	1
PARP1	-1	Apoptosis	P09874	SIGNOR-PH2	1	0
Ionizing radiation	1	ELE1-RET	SIGNOR-ST16	Q99931	0	0
ELE1-RET	1	SHC1	Q99931	P29353	0	1
CCDC6-RETa	1	SHC1	J7MDF2	P29353	0	1
BRAF	1	TGFB1	P15056	P01137	1	1
CSNK1A1	-1	YWHAZ	P48729	P63104	1	1
BRAF	-1	SLC5A5	P15056	Q92911	1	1
PPARG	-1	PTEN	P37231	P60484	1	1
PAX8	1	TG	Q06710	P01266	1	1
PRKCA	unknown	MBP	P17252	P02686	1	1
S1PR2	1	GNAI1	O95136	P63096	1	1
RIPK1	1	MAP3K1	Q13546	Q13233	1	1
Ionizing radiation	1	CCDC6-RETa	SIGNOR-ST16	J7MDF2	0	0
BRAF	1	MEK1/2	P15056	SIGNOR-PF25	1	0
CSNK2A2	1	GTF2A1	P19784	P52655	1	1
CSNK1D	1	GJA1	P48730	P17302	1	1
GSK3B	1	ESR1	P49841	P03372	1	1
CDR2	1	MYC	Q01850	P01106	1	1
ANAPC1	form complex	APC	Q9H1A4	SIGNOR-C150	1	1
ANAPC2	form complex	APC	Q9UJX6	SIGNOR-C150	1	1
CDC27	form complex	APC	P30260	SIGNOR-C150	1	1
ANAPC4	form complex	APC	Q9UJX5	SIGNOR-C150	1	1
ANAPC5	form complex	APC	Q9UJX4	SIGNOR-C150	1	1
CDC16	form complex	APC	Q13042	SIGNOR-C150	1	1
ANAPC7	form complex	APC	Q9UJX3	SIGNOR-C150	1	1
CDC23	form complex	APC	Q9UJX2	SIGNOR-C150	1	1
ANAPC10	form complex	APC	Q9UM13	SIGNOR-C150	1	1
ANAPC11	form complex	APC	Q9NYG5	SIGNOR-C150	1	1
CDC26	form complex	APC	Q8NHZ8	SIGNOR-C150	1	1
ANAPC13	form complex	APC	Q9BS18	SIGNOR-C150	1	1
CENPE	1	Spindle Assembly	Q02224	SIGNOR-PH60	1	0
CDC20	1	APC	Q12834	SIGNOR-C150	1	1
CDH1	1	APC	P12830	SIGNOR-C150	1	1
BUB1	1	CENPE	O43683	Q02224	1	1
BUB1	1	MAD1L1	O43683	Q9Y6D9	1	1
BUB1	1	MAD2L1	O43683	Q13257	1	1
BUB1	1	BUB3	O43683	O43684	1	1
MAPK1	-1	MAPT	P28482	P10636	1	1
MAPK1	-1	MAPT	P28482	P10636	1	1
AKT	1	CTNNB1	SIGNOR-PF24	P35222	0	1
SLK	1	MAP3K5	Q9H2G2	Q99683	1	1
GDF11	1	ACVR2B	O95390	Q13705	1	1
CDR2	1	CENPE	Q01850	Q02224	1	1
CDR2	1	TTK	Q01850	P33981	1	1
CDR2	1	NUF2	Q01850	Q9BZD4	1	1
CDR2	1	AURKA	Q01850	O14965	1	1
APC	-1	CDR2	SIGNOR-C150	Q01850	1	1
DUSP4	-1	MAPK3	Q13115	P27361	1	1
RCAN1	-1	PPP3CA	P53805	Q08209	1	1
HES1	-1	RCAN1	Q14469	P53805	1	1
SMCR8	1	WIPI2	Q8TEV9	Q9Y4P8	1	1
SMCR8	-1	ULK1	Q8TEV9	O75385	1	1
SMCR8	-1	ULK1	Q8TEV9	O75385	1	1
GSK3B	1	CEBPB	P49841	P17676	1	1
MAP2K1	1	ARRB2	Q02750	P32121	1	1
PLN	-1	ATP2A2	P26678	P16615	1	1
RBPJ	1	CDKN1A	Q06330	P38936	1	1
RBPJ/NOTCH	1	CDKN1A	SIGNOR-C97	P38936	0	1
FKBP4	1	AR	Q02790	P10275	1	1
TTK	1	MAD2L1	P33981	Q13257	1	1
602306-29-6	-1	CDK2	CID:16747683	P24941	0	1
RPS6KA3	1	CENPE	P51812	Q02224	1	1
RPS6KA3	1	MAD1L1	P51812	Q9Y6D9	1	1
RPS6KA3	1	MAD2L1	P51812	Q13257	1	1
SEPT7	1	CENPE	Q16181	Q02224	1	1
SPAG5	1	CENPE	Q96R06	Q02224	1	1
SPAG5	1	CENPF	Q96R06	P49454	1	1
CENPE	1	BUB1B	Q02224	O60566	1	1
CENPE	1	MAD1L1	Q02224	Q9Y6D9	1	1
CENPE	1	MAD2L1	Q02224	Q13257	1	1
AURKA	1	SGO1	O14965	Q5FBB7	1	1
AURKA	1	INCENP	O14965	Q9NQS7	1	1
INCENP	1	AURKA	Q9NQS7	O14965	1	1
KIF2B	-1	Mitotic Checkpoint	Q8N4N8	SIGNOR-PH28	1	0
AURKA	-1	KNSTRN	O14965	Q9Y448	1	1
GRK3	-1	BDKRB2	P35626	P30411	1	1
PLK1	1	KIF2B	P53350	Q8N4N8	1	1
KNSTRN	-1	KIF2B	Q9Y448	Q8N4N8	1	1
PDK2	-1	PDHA1	Q15119	P08559	1	1
PDK4	-1	PDHA1	Q16654	P08559	1	1
PDK3	-1	PDHA1	Q15120	P08559	1	1
PDK4	-1	PDHA1	Q16654	P08559	1	1
PDK2	-1	PDHA1	Q15119	P08559	1	1
PDK2	-1	PDHA1	Q15119	P08559	1	1
PDK2	-1	PDHA1	Q15119	P08559	1	1
PDK1	-1	PDHA1	Q15118	P08559	1	1
PDK3	-1	PDHA1	Q15120	P08559	1	1
NR0B2	-1	AR	Q15466	P10275	1	1
SMAD6	-1	NR2C2	O43541	P49116	1	1
Lenalidomide	-1	IKZF1	CID:216326	Q13422	0	1
PDK4	-1	PDHA1	Q16654	P08559	1	1
PDK3	-1	PDHA1	Q15120	P08559	1	1
PDK2	-1	PDHA1	Q15119	P08559	1	1
PDK1	-1	PDHA1	Q15118	P08559	1	1
PDP1	1	PDHA1	Q9P0J1	P08559	1	1
PDP2	1	PDHA1	Q9P2J9	P08559	1	1
PDK3	-1	PDHA1	Q15120	P08559	1	1
PDK1	-1	PDHA1	Q15118	P08559	1	1
Calcineurin	1	BAD	SIGNOR-C155	Q92934	0	1
PDK4	-1	PDHA1	Q16654	P08559	1	1
AKT	-1	FOXO1	SIGNOR-PF24	Q12778	0	1
AKT	-1	FOXO1	SIGNOR-PF24	Q12778	0	1
PPP1CA	1	RAF1	P62136	P04049	1	1
PTPN6	-1	KDR	P29350	P35968	1	1
PTPRJ	1	EGFR	Q12913	P00533	1	1
LCK	1	CD3E	P06239	P07766	1	1
PDP1	1	PDHA1	Q9P0J1	P08559	1	1
PDP1	1	PDHA1	Q9P0J1	P08559	1	1
HMGB1	1	TLR4	P09429	O00206	1	1
LY96	1	HMGB1	Q9Y6Y9	P09429	1	1
HMGB1	1	AGER	P09429	Q15109	1	1
MIF	1	CD74	P14174	P04233	1	1
MIF	1	CXCR2	P14174	P25025	1	1
MIF	1	CXCR4	P14174	P61073	1	1
TIRAP	1	MYD88	P58753	Q99836	1	1
TLR4	1	TIRAP	O00206	P58753	1	1
TLR4	1	MYD88	O00206	Q99836	1	1
TLR4	1	TLR4	O00206	O00206	1	1
TLR4	1	TICAM1	O00206	Q8IUC6	1	1
SARM1	-1	TICAM1	Q6SZW1	Q8IUC6	1	1
FOXO1	1	FBXO32	Q12778	Q969P5	1	1
FOXO3	1	FBXO32	O43524	Q969P5	1	1
SMAD3	-1	MYOD1	P84022	P15172	1	1
FBXO32	1	Muscle atrophy	Q969P5	SIGNOR-PH40	1	0
ERRFI1	-1	EGFR	Q9UJM3	P00533	1	1
AURKB	1	RACGAP1	Q96GD4	Q9H0H5	1	1
SRC	1	PLSCR1	P12931	O15162	1	1
FGFR1	-1	SYNCRIP	P11362	O60506	1	1
PRKCA	unknown	DLX3	P17252	O60479	1	1
CSNK2A1	-1	AQP4	P68400	P55087	1	1
PICK1	1	BNC1	Q9NRD5	Q01954	1	1
PICK1	1	ASIC1	Q9NRD5	P78348	1	1
ERRFI1	-1	EGFR	Q9UJM3	P00533	1	1
IL1R1	1	NfKb-p65/p50	P14778	SIGNOR-C13	1	0
PRKCA	-1	HMGN2	P17252	P05204	1	1
CSNK2B	-1	CTDP1	P67870	Q9Y5B0	1	1
PLK1	1	KIF2B	P53350	Q8N4N8	1	1
PAK2	1	PAK2	Q13177	Q13177	1	1
PTPN1	-1	PDGFRB	P18031	P09619	1	1
AKT3	1	TBX3	Q9Y243	O15119	1	1
TAB2	1	MAP3K7	Q9NYJ8	O43318	1	1
TAB2	1	MAP3K7	Q9NYJ8	O43318	1	1
ERRFI1	-1	EGFR	Q9UJM3	P00533	1	1
ERRFI1	-1	ERBB2	Q9UJM3	P04626	1	1
STK4	1	MOB1B	Q13043	Q7L9L4	1	1
ERRFI1	-1	EGFR	Q9UJM3	P00533	1	1
Calcineurin	unknown	PPP1R1A	SIGNOR-C155	Q13522	0	1
MAPK1	-1	NR3C1	P28482	P04150	1	1
PDPK1	1	RPS6KB2	O15530	Q9UBS0	1	1
AKT1	-1	BAD	P31749	Q92934	1	1
SGK1	-1	FOXO3	O00141	O43524	1	1
TGFA	1	EGFR	P01135	P00533	1	1
AREG	1	EGFR	P15514	P00533	1	1
AREG	1	EGFR	P15514	P00533	1	1
AREG	1	EGFR	P15514	P00533	1	1
ERK1/2	1	ELK1	SIGNOR-PF1	P19419	0	1
GSK3B	-1	MYC	P49841	P01106	1	1
ERK1/2	1	ELK1	SIGNOR-PF1	P19419	0	1
EGFR	1	ERRFI1	P00533	Q9UJM3	1	1
POU3F4	1	POU3F3	P49335	P20264	1	1
ERK1/2	1	JUN	SIGNOR-PF1	P05412	0	1
FOS	1	JUN	P01100	P05412	1	1
EGFR	1	JAK1/STAT1/STAT3	P00533	SIGNOR-C120	1	0
EGFR	1	NCK1	P00533	P16333	1	1
GSK3B	-1	MYC	P49841	P01106	1	1
ERK1/2	1	ELK1	SIGNOR-PF1	P19419	0	1
EGFR	1	MYC	P00533	P01106	1	1
ERK1/2	1	MYC	SIGNOR-PF1	P01106	0	1
ERK1/2	1	ELK1	SIGNOR-PF1	P19419	0	1
ERK1/2	1	ELK1	SIGNOR-PF1	P19419	0	1
ERK1/2	1	ELK1	SIGNOR-PF1	P19419	0	1
GSK3B	-1	MYC	P49841	P01106	1	1
AURKB	1	RACGAP1	Q96GD4	Q9H0H5	1	1
CSNK2A1	1	PSEN2	P68400	P49810	1	1
CAMK2A	-1	EGFR	Q9UQM7	P00533	1	1
TLRs	1	TICAM1	SIGNOR-PF20	Q8IUC6	0	1
DAMPS	1	TLRs	SIGNOR-ST18	SIGNOR-PF20	0	0
MYD88	1	IRAK4	Q99836	Q9NWZ3	1	1
PTPN11	1	HRAS	Q06124	P01112	1	1
ABCA1	1	APOA1	O95477	P02647	1	1
APOA1	1	ABCA1	P02647	O95477	1	1
MPO	-1	APOA1	P05164	P02647	1	1
APOA1	1	LCAT	P02647	P04180	1	1
APOA1	1	cholesterol	P02647	CID:5997	1	0
APOA1	1	APOE	P02647	P02649	1	1
HP	1	APOA1	P00738	P02647	1	1
JAK2	1	APOA1	O60674	P02647	1	1
APOA1	1	JAK2	P02647	O60674	1	1
ABCA1	1	HDL assembly	O95477	SIGNOR-PH61	1	0
HCFC1	-1	ZBTB17	P51610	Q13105	1	1
TRAF6	1	TRAF6	Q9Y4K3	Q9Y4K3	1	1
APOA1	1	HDL assembly	P02647	SIGNOR-PH61	1	0
ABCG1	1	HDL assembly	P45844	SIGNOR-PH61	1	0
SREBF1	1	VLDL assembly	P36956	SIGNOR-PH62	1	0
SREBF1	1	MTTP	P36956	P55157	1	1
INS	-1	APOB	P01308	P04114	1	1
APOB	1	VLDL assembly	P04114	SIGNOR-PH62	1	0
APOB	1	LDL assembly	P04114	SIGNOR-PH63	1	0
mTORC1	-1	APOB	SIGNOR-C3	P04114	0	1
MTTP	1	APOB	P55157	P04114	1	1
ARVCF	1	ERBIN	O00192	Q96RT1	1	1
CTNND2	1	ERBIN	Q9UQB3	Q96RT1	1	1
TJP1	1	ARVCF	Q07157	O00192	1	1
TJP2	-1	ARVCF	Q9UDY2	O00192	1	1
CTNND1	1	CDH1	O60716	P12830	1	1
CTNND1	1	CDH3	O60716	P22223	1	1
CTNND1	1	CDH2	O60716	P19022	1	1
CTNND1	1	CDH5	O60716	P33151	1	1
ARVCF	1	CDH3	O00192	P22223	1	1
ARVCF	1	CDH2	O00192	P19022	1	1
ARVCF	1	CDH5	O00192	P33151	1	1
CTNND2	1	CDH3	Q9UQB3	P22223	1	1
CTNND2	1	CDH2	Q9UQB3	P19022	1	1
BCL2L11	-1	BCL2L1	O43521	Q07817	1	1
CTNND2	1	CDH5	Q9UQB3	P33151	1	1
ARVCF	1	CDH1	O00192	P12830	1	1
CTNND2	1	CDH1	Q9UQB3	P12830	1	1
LOX	1	EFEMP2	P28300	O95967	1	1
EFEMP2	1	ELN	O95967	P15502	1	1
FBLN5	1	ELN	Q9UBX5	P15502	1	1
FBN1	-1	FBLN5	P35555	Q9UBX5	1	1
FBN1	-1	EFEMP2	P35555	O95967	1	1
PTX3	1	CFH	P26022	P08603	1	1
CFH	-1	C3	P08603	P01024	1	1
CFH	-1	CFB	P08603	P00751	1	1
CRP	1	CXCL8	P02741	P10145	1	1
BCL2	-1	BAK1	P10415	Q16611	1	1
CRP	1	CCL2	P02741	P13500	1	1
CFH	-1	CRP	P08603	P02741	1	1
CEP290	1	RAB8A	O15078	P61006	1	1
CEP290	1	Cilium assembly	O15078	SIGNOR-PH64	1	0
RAB8A	1	Cilium assembly	P61006	SIGNOR-PH64	1	0
CCP110	-1	CEP290	O43303	O15078	1	1
CCP110	-1	Cilium assembly	O43303	SIGNOR-PH64	1	0
CRYBB2	1	Maintenance of lens transparency	P43320	SIGNOR-PH65	1	0
CRYBB2	1	CRYBB3	P43320	P26998	1	1
CRYBB2	1	CRYBB1	P43320	P53674	1	1
CRYBB2	1	CRYBB2	P43320	P43320	1	1
CRYAA	1	CRYBB2	P02489	P43320	1	1
CRYAA	1	Maintenance of lens transparency	P02489	SIGNOR-PH65	1	0
PAFAH1B1	1	NDEL1	P43034	Q9GZM8	1	1
PAFAH1B1	1	DYNC1H1	P43034	Q14204	1	1
NDEL1	1	DYNC1H1	Q9GZM8	Q14204	1	1
FIZ1	1	NRL	Q96SL8	P54845	1	1
YWHAE	1	NDEL1	P62258	Q9GZM8	1	1
DISC1	1	KIF5B	Q9NRI5	P33176	1	1
DISC1	1	NDEL1	Q9NRI5	Q9GZM8	1	1
DISC1	1	PAFAH1B1	Q9NRI5	P43034	1	1
CLIP1	1	DCTN1	P30622	Q14203	1	1
PAFAH1B1	1	Cerebral cortex development	P43034	SIGNOR-PH66	1	0
PAFAH1B1	1	CLIP1	P43034	P30622	1	1
NUDCD2	1	PAFAH1B1	Q8WVJ2	P43034	1	1
HSP90AA1	1	PAFAH1B1	P07900	P43034	1	1
PAFAH1B1	1	Neuron migration	P43034	SIGNOR-PH67	1	0
LRRK2	1	AKT1	Q5S007	P31749	1	1
GDNF	1	LAMA3	P39905	Q16787	1	1
GDNF	1	MAP1LC3B	P39905	Q9GZQ8	1	1
GDNF	1	ALCAM	P39905	Q13740	1	1
GDNF	1	BIN1	P39905	O00499	1	1
GDNF	1	ID1	P39905	P41134	1	1
GDNF	1	ID2	P39905	Q02363	1	1
GDNF	1	ID3	P39905	Q02535	1	1
GDNF	1	NRG1	P39905	Q02297	1	1
GDNF	1	NRN1	P39905	Q9NPD7	1	1
GDNF	1	PTK2	P39905	Q05397	1	1
FIZ1	-1	CRX	Q96SL8	O43186	1	1
F2R	-1	LATS2	P25116	Q9NRM7	1	1
GDNF	1	RHOQ	P39905	P17081	1	1
GDNF	1	PDPK1	P39905	O15530	1	1
GDNF	1	CLU	P39905	P10909	1	1
GDNF	1	FST	P39905	P19883	1	1
ENPP1	-1	INSR	P22413	P06213	1	1
FGF2	1	ENPP1	P09038	P22413	1	1
RUNX2	1	ENPP1	Q13950	P22413	1	1
FGF2	1	ANKH	P09038	Q9HCJ1	1	1
FGF2	-1	ALPL	P09038	P05186	1	1
ENPP1	1	Bone mineralization	P22413	SIGNOR-PH69	1	0
ALPL	1	Bone mineralization	P05186	SIGNOR-PH69	1	0
HSPA1A	1	ENPP1	P0DMV8	P22413	1	1
HSPA1B	1	ENPP1	P0DMV9	P22413	1	1
IL1B	-1	ENPP1	P01584	P22413	1	1
CDK1	unknown	PBK	P06493	Q96KB5	1	1
PIM1	-1	MARK3	P11309	P27448	1	1
PDPK1	1	AKT1	O15530	P31749	1	1
TGFB1	1	ENPP1	P01137	P22413	1	1
TGFB1	1	ANKH	P01137	Q9HCJ1	1	1
TGFB1	1	SLC20A1	P01137	Q8WUM9	1	1
GCHFR	-1	GCH1	P30047	P30793	1	1
Sapropterin	1	GCHFR	CID:44257	P30047	0	1
L-phenylalanine	-1	GCHFR	CID:6140	P30047	0	1
UVB radiation	1	GCH1	SIGNOR-ST17	P30793	0	1
UVB radiation	1	PAH	SIGNOR-ST17	P00439	0	1
UVB radiation	1	TNF	SIGNOR-ST17	P01375	0	1
IL1A	1	TNF	P01583	P01375	1	1
TNF	1	GCH1	P01375	P30793	1	1
AHSA1	1	HSP90AA1	O95433	P07900	1	1
AHSA1	1	HSP90AB1	O95433	P08238	1	1
AHSA1	1	GCH1	O95433	P30793	1	1
HSP90AB1	1	NOS3	P08238	P29474	1	1
CRP	-1	GCH1	P02741	P30793	1	1
CRP	-1	GCH1	P02741	P30793	1	1
CRP	-1	NOS3	P02741	P29474	1	1
CTF1	-1	GCH1	Q16619	P30793	1	1
CTF1	-1	TH	Q16619	P07101	1	1
IL6	-1	GCH1	P05231	P30793	1	1
GDNF	1	GCH1	P39905	P30793	1	1
HSPB1	1	GCH1	P04792	P30793	1	1
IFNG	1	GCH1	P01579	P30793	1	1
IL1B	1	GCH1	P01584	P30793	1	1
JUN	1	GCH1	P05412	P30793	1	1
ATF2	1	GCH1	P15336	P30793	1	1
CREB1	1	GCH1	P16220	P30793	1	1
NGF	1	GCH1	P01138	P30793	1	1
RNF4	1	NFYA	P78317	P23511	1	1
RNF4	1	NFYB	P78317	P25208	1	1
RNF4	1	NFYC	P78317	Q13952	1	1
NFYA	1	GCH1	P23511	P30793	1	1
NFYB	1	GCH1	P25208	P30793	1	1
NFYC	1	GCH1	Q13952	P30793	1	1
BCOR	1	BCL6	Q6W2J9	P41182	1	1
BCOR	1	HDAC1	Q6W2J9	Q13547	1	1
BCOR	1	HDAC3	Q6W2J9	O15379	1	1
BCOR	1	HDAC5	Q6W2J9	Q9UQL6	1	1
NCOR1	1	BCL6	O75376	P41182	1	1
NCOR2	1	BCL6	Q9Y618	P41182	1	1
BCOR	1	RNF2	Q6W2J9	Q99496	1	1
KDM2B	1	RNF2	Q8NHM5	Q99496	1	1
KDM2B	-1	Adipogenesis	Q8NHM5	SIGNOR-PH26	1	0
KDM2B	-1	CDK1	Q8NHM5	P06493	1	1
KDM2B	-1	UHRF1	Q8NHM5	Q96T88	1	1
KDM2B	-1	PPARG	Q8NHM5	P37231	1	1
KDM2B	1	Noncanonical PRC1	Q8NHM5	SIGNOR-C151	1	0
Noncanonical PRC1	-1	Adipogenesis	SIGNOR-C151	SIGNOR-PH26	0	0
Noncanonical PRC1	-1	CDK1	SIGNOR-C151	P06493	0	1
Noncanonical PRC1	-1	UHRF1	SIGNOR-C151	Q96T88	0	1
Noncanonical PRC1	-1	PPARG	SIGNOR-C151	P37231	0	1
MAPK1	-1	UBTF	P28482	P17480	1	1
CASP3	-1	IKBKB	P42574	O14920	1	1
INPP5D	1	PIP2(16:0/18:1(9Z))	Q92835	CID:53480228	1	0
INPP5D	-1	PtsIns(3,4,5)P3	Q92835	CID:24755492	1	0
PtsIns(3,4,5)P3	1	MAPKAP1	CID:24755492	Q9BPZ7	0	1
PtsIns(3,4,5)P3	1	mTORC2	CID:24755492	SIGNOR-C2	0	0
PRKDC	1	AKT1	P78527	P31749	1	1
GDC-0980	-1	PIK3CD	CID:25254071	O00329	0	1
TRAF6	1	MAP3K8	Q9Y4K3	P41279	1	1
TRAF6	1	IRAK1	Q9Y4K3	P51617	1	1
NR3C1/STAT5A	1	Adipogenesis	SIGNOR-C84	SIGNOR-PH26	0	0
JUN	1	Cell Migration	P05412	SIGNOR-PH38	1	0
CASP3	1	Apoptosis	P42574	SIGNOR-PH2	1	0
STAT5A	1	M1 polarization	P42229	SIGNOR-PH54	1	0
IL1A	1	Inflammation	P01583	SIGNOR-PH12	1	0
PIP2(16:0/18:1(9Z))	1	AKT1	CID:53480228	P31749	0	1
AKT	1	Cell Growth	SIGNOR-PF24	SIGNOR-PH33	0	0
MAPK1	-1	UBTF	P28482	P17480	1	1
CCNA1	1	Cell Growth	P78396	SIGNOR-PH33	1	0
TUBB1	1	Proliferation	Q9H4B7	SIGNOR-PH4	1	0
STAT3	1	Cell Growth	P40763	SIGNOR-PH33	1	0
ASXL1	-1	Proliferation	Q8IXJ9	SIGNOR-PH4	1	0
CCNA1	1	G1/S transition	P78396	SIGNOR-PH50	1	0
aspirin	-1	PTGS1	CID:2244	P23219	0	1
PIN1	-1	IRF3	Q13526	Q14653	1	1
IRF3	1	IFNB1	Q14653	P01574	1	1
IRF3	1	Inflammation	Q14653	SIGNOR-PH12	1	0
SNAI1	1	Epithelial-Mesenchymal Transition	O95863	SIGNOR-PH45	1	0
SNAI1	-1	CDH1	O95863	P12830	1	1
CDH1	-1	Epithelial-Mesenchymal Transition	P12830	SIGNOR-PH45	1	0
SNAI1	1	SERPINE1	O95863	P05121	1	1
SNAI1	1	PLAU	O95863	P00749	1	1
PLAU	1	Epithelial-Mesenchymal Transition	P00749	SIGNOR-PH45	1	0
MMP1	1	Angiogenesis	P03956	SIGNOR-PH46	1	0
CXCR4	1	Angiogenesis	P61073	SIGNOR-PH46	1	0
CXCL12	1	Angiogenesis	P48061	SIGNOR-PH46	1	0
AGTR2	-1	Angiogenesis	P50052	SIGNOR-PH46	1	0
COL18A1	-1	Angiogenesis	P39060	SIGNOR-PH46	1	0
CD36	-1	Angiogenesis	P16671	SIGNOR-PH46	1	0
THBS1	-1	Angiogenesis	P07996	SIGNOR-PH46	1	0
TIMP1	-1	Angiogenesis	P01033	SIGNOR-PH46	1	0
TIMP2	-1	Angiogenesis	P16035	SIGNOR-PH46	1	0
TIMP3	-1	Angiogenesis	P35625	SIGNOR-PH46	1	0
VEGFA	1	Angiogenesis	P15692	SIGNOR-PH46	1	0
VEGFB	1	Angiogenesis	P49765	SIGNOR-PH46	1	0
VEGFC	1	Angiogenesis	P49767	SIGNOR-PH46	1	0
VEGFD	1	Angiogenesis	O43915	SIGNOR-PH46	1	0
FGF2	1	Angiogenesis	P09038	SIGNOR-PH46	1	0
ANG	1	Angiogenesis	P03950	SIGNOR-PH46	1	0
TGFA	1	Angiogenesis	P01135	SIGNOR-PH46	1	0
TGFB1	1	Angiogenesis	P01137	SIGNOR-PH46	1	0
TGFB2	1	Angiogenesis	P61812	SIGNOR-PH46	1	0
TGFB3	1	Angiogenesis	P10600	SIGNOR-PH46	1	0
TNF	1	Angiogenesis	P01375	SIGNOR-PH46	1	0
PDGFA	1	Angiogenesis	P04085	SIGNOR-PH46	1	0
CSF3	1	Angiogenesis	P09919	SIGNOR-PH46	1	0
CXCL8	1	Angiogenesis	P10145	SIGNOR-PH46	1	0
CDK1	-1	ESPL1	P06493	Q14674	1	1
MAPK1	-1	ESPL1	P28482	Q14674	1	1
INPP4B	-1	PIP2(16:0/18:1(9Z))	O15327	CID:53480228	1	0
PIN1	-1	IFNB1	Q13526	P01574	1	1
PTPRH	-1	INSR	Q9HD43	P06213	1	1
PRKAA2	-1	EEF2K	P54646	O00418	1	1
PAX2	1	WT1	Q02962	P19544	1	1
PAX2/TLE4	-1	WT1	SIGNOR-C152	P19544	0	1
TERT	1	Immortalization	O14746	SIGNOR-PH47	1	0
AGT	1	AGTR1	P01019	P30556	1	1
AGTR1	1	PAX2	P30556	Q02962	1	1
